validated,Measurement System,Domain,Item ID,Stem,Context,DataType,Responses,Inst,hcp_variable,action_requested,requested_python,specialty_code,hcp_variable_upload,nda_structure,nda_element,template,inst_short,Source,description,valueRange,notes
,NIH Toolbox,Sensation,AUWINRightList2_16db,List 2 Right Ear,16 dB,bitwise,"1=live
2=date
4=gas
8=have
16=dog
",NIH Toolbox Words-In-Noise Test Age 6+ v2.1,auwinrightlist2_16db,,"studydata['auwinrightlist2_16db']=studydata['auwinrightlist2_16db'].fillna(-9999).astype(int).astype(str).str.replace('-9999','')",jupyter - use scores only block until items resolved,auwinrightlist2_16db,tlbx_sensation01,auwinrightlist2_16db,Words-In-Noise.tlbx_sensation01_template.csv,Words-In-Noise,HCPD HCPA,Words-in-Noise - List 2 - Right Ear - 16dB (bitwise variable),1;2;4;8;16,1=live; 2=date; 4=gas; 8=have; 16=dog
,NIH Toolbox,Sensation,AUWINRightList2_12db,List 2 Right Ear,12 dB,bitwise,"1=good
2=search
4=pass
8=witch
16=chief
",NIH Toolbox Words-In-Noise Test Age 6+ v2.1,auwinrightlist2_12db,,"studydata['auwinrightlist2_12db']=studydata['auwinrightlist2_12db'].fillna(-9999).astype(int).astype(str).str.replace('-9999','')",jupyter - use scores only block until items resolved,auwinrightlist2_12db,tlbx_sensation01,auwinrightlist2_12db,Words-In-Noise.tlbx_sensation01_template.csv,Words-In-Noise,HCPD HCPA,Words-in-Noise - List 2 - Right Ear - 12dB (bitwise variable),1;2;4;8;16,1=good; 2=search; 4=pass; 8=witch; 16=chief
,NIH Toolbox,Sensation,AUWINRightList2_8db,List 2 Right Ear,8 dB,bitwise,"1=sour
2=doll
4=deep
8=soap
16=make
",NIH Toolbox Words-In-Noise Test Age 6+ v2.1,auwinrightlist2_8db,,"studydata['auwinrightlist2_8db']=studydata['auwinrightlist2_8db'].fillna(-9999).astype(int).astype(str).str.replace('-9999','')",jupyter - use scores only block until items resolved,auwinrightlist2_8db,tlbx_sensation01,auwinrightlist2_8db,Words-In-Noise.tlbx_sensation01_template.csv,Words-In-Noise,HCPD HCPA,Words-in-Noise - List 2 - Right Ear - 8dB (bitwise variable),1;2;4;8;16,1=sour; 2=doll; 4=deep; 8=soap; 16=make
,NIH Toolbox,Sensation,AUWINRightList2_4db,List 2 Right Ear,4 dB,bitwise,"1=beg
2=mess
4=long
8=mouse
16=sheep
",NIH Toolbox Words-In-Noise Test Age 6+ v2.1,auwinrightlist2_4db,,"studydata['auwinrightlist2_4db']=studydata['auwinrightlist2_4db'].fillna(-9999).astype(int).astype(str).str.replace('-9999','')",jupyter - use scores only block until items resolved,auwinrightlist2_4db,tlbx_sensation01,auwinrightlist2_4db,Words-In-Noise.tlbx_sensation01_template.csv,Words-In-Noise,HCPD HCPA,Words-in-Noise - List 2 - Right Ear - 4dB (bitwise variable),1;2;4;8;16,1=beg; 2=mess; 4=long; 8=mouse; 16=sheep
,NIH Toolbox,Sensation,AUWINRightList2_0db,List 2 Right Ear,0 dB,bitwise,"1=back
2=dab
4=kill
8=nice
16=calm
",NIH Toolbox Words-In-Noise Test Age 6+ v2.1,auwinrightlist2_0db,,"studydata['auwinrightlist2_0db']=studydata['auwinrightlist2_0db'].fillna(-9999).astype(int).astype(str).str.replace('-9999','')",jupyter - use scores only block until items resolved,auwinrightlist2_0db,tlbx_sensation01,auwinrightlist2_0db,Words-In-Noise.tlbx_sensation01_template.csv,Words-In-Noise,HCPD HCPA,Words-in-Noise - List 2 - Right Ear - 0dB (bitwise variable),1;2;4;8;16,1=back; 2=dab; 4=kill; 8=nice; 16=calm
,NIH Toolbox,Sensation,AUWINLeftList1_24db,List 1 Left Ear,24 dB,bitwise,"1=pain
2=wheat
4=cool
8=dodge
16=youth
",NIH Toolbox Words-In-Noise Test Age 6+ v2.1,auwinleftlist1_24db,,"studydata['auwinleftlist1_24db']=studydata['auwinleftlist1_24db'].fillna(-9999).astype(int).astype(str).str.replace('-9999','')",jupyter - use scores only block until items resolved,auwinleftlist1_24db,tlbx_sensation01,auwinleftlist1_24db,Words-In-Noise.tlbx_sensation01_template.csv,Words-In-Noise,HCPD HCPA,Words-in-Noise - List 1 - Left Ear - 24dB (bitwise variable),1;2;4;8;16,1=pain; 2=wheat; 4=cool; 8=dodge; 16=youth
,NIH Toolbox,Sensation,AUWINLeftList1_20db,List 1 Left Ear,20 dB,bitwise,"1=kick
2=luck
4=ditch
8=chair
16=ring
",NIH Toolbox Words-In-Noise Test Age 6+ v2.1,auwinleftlist1_20db,,"studydata['auwinleftlist1_20db']=studydata['auwinleftlist1_20db'].fillna(-9999).astype(int).astype(str).str.replace('-9999','')",jupyter - use scores only block until items resolved,auwinleftlist1_20db,tlbx_sensation01,auwinleftlist1_20db,Words-In-Noise.tlbx_sensation01_template.csv,Words-In-Noise,HCPD HCPA,Words-in-Noise - List 1 - Left Ear - 20dB (bitwise variable),1;2;4;8;16,1=kick; 2=luck; 4=ditch; 8=chair; 16=ring
,NIH Toolbox,Sensation,AUWINLeftList1_16db,List 1 Left Ear,16 dB,bitwise,"1=judge
2=time
4=base
8=red
16=wire
",NIH Toolbox Words-In-Noise Test Age 6+ v2.1,auwinleftlist1_16db,,"studydata['auwinleftlist1_16db']=studydata['auwinleftlist1_16db'].fillna(-9999).astype(int).astype(str).str.replace('-9999','')",jupyter - use scores only block until items resolved,auwinleftlist1_16db,tlbx_sensation01,auwinleftlist1_16db,Words-In-Noise.tlbx_sensation01_template.csv,Words-In-Noise,HCPD HCPA,Words-in-Noise - List 1 - Left Ear - 16dB (bitwise variable),1;2;4;8;16,1=judge; 2=time; 4=base; 8=red; 16=wire
,NIH Toolbox,Sensation,AUWINLeftList1_12db,List 1 Left Ear,12 dB,bitwise,"1=rush
2=tool
4=voice
8=shack
16=hate
",NIH Toolbox Words-In-Noise Test Age 6+ v2.1,auwinleftlist1_12db,,"studydata['auwinleftlist1_12db']=studydata['auwinleftlist1_12db'].fillna(-9999).astype(int).astype(str).str.replace('-9999','')",jupyter - use scores only block until items resolved,auwinleftlist1_12db,tlbx_sensation01,auwinleftlist1_12db,Words-In-Noise.tlbx_sensation01_template.csv,Words-In-Noise,HCPD HCPA,Words-in-Noise - List 1 - Left Ear - 12dB (bitwise variable),1;2;4;8;16,1=rush; 2=tool; 4=voice; 8=shack; 16; hate
,NIH Toolbox,Sensation,AUWINLeftList1_8db,List 1 Left Ear,8 dB,bitwise,"1=pick
2=young
4=turn
8=half
16=bite
",NIH Toolbox Words-In-Noise Test Age 6+ v2.1,auwinleftlist1_8db,,"studydata['auwinleftlist1_8db']=studydata['auwinleftlist1_8db'].fillna(-9999).astype(int).astype(str).str.replace('-9999','')",jupyter - use scores only block until items resolved,auwinleftlist1_8db,tlbx_sensation01,auwinleftlist1_8db,Words-In-Noise.tlbx_sensation01_template.csv,Words-In-Noise,HCPD HCPA,Words-in-Noise - List 1 - Left Ear - 8dB (bitwise variable),1;2;4;8;16,1=pick; 2=young; 4=turn; 8=half; 16=bite
,NIH Toolbox,Sensation,AUWINLeftList1_4db,List 1 Left Ear,4 dB,bitwise,"1=mood
2=talk
4=learn
8=far
16=note
",NIH Toolbox Words-In-Noise Test Age 6+ v2.1,auwinleftlist1_4db,,"studydata['auwinleftlist1_4db']=studydata['auwinleftlist1_4db'].fillna(-9999).astype(int).astype(str).str.replace('-9999','')",jupyter - use scores only block until items resolved,auwinleftlist1_4db,tlbx_sensation01,auwinleftlist1_4db,Words-In-Noise.tlbx_sensation01_template.csv,Words-In-Noise,HCPD HCPA,Words-in-Noise - List 1 - Left Ear - 4dB (bitwise variable),1;2;4;8;16,1=mood; 2=talk; 4=learn; 8=far; 16=note
,NIH Toolbox,Sensation,AUWINLeftList1_0db,List 1 Left Ear,0 dB,bitwise,"1=read
2=life
4=bath
8=get
16=gaze
",NIH Toolbox Words-In-Noise Test Age 6+ v2.1,auwinleftlist1_0db,,"studydata['auwinleftlist1_0db']=studydata['auwinleftlist1_0db'].fillna(-9999).astype(int).astype(str).str.replace('-9999','')",jupyter - use scores only block until items resolved,auwinleftlist1_0db,tlbx_sensation01,auwinleftlist1_0db,Words-In-Noise.tlbx_sensation01_template.csv,Words-In-Noise,HCPD HCPA,Words-in-Noise - List 1 - Left Ear - 0dB (bitwise variable),1;2;4;8;16,1=read; 2=life; 4=bath; 8=get; 16=gaze
,NIH Toolbox,Sensation,AUWINLeftList2_24db,List 2 Left Ear,24 dB,bitwise,"1=food
2=juice
4=hire
8=late
16=road
",NIH Toolbox Words-In-Noise Test Age 6+ v2.1,auwinleftlist2_24db,,"studydata['auwinleftlist2_24db']=studydata['auwinleftlist2_24db'].fillna(-9999).astype(int).astype(str).str.replace('-9999','')",jupyter - use scores only block until items resolved,auwinleftlist2_24db,tlbx_sensation01,auwinleftlist2_24db,Words-In-Noise.tlbx_sensation01_template.csv,Words-In-Noise,HCPD HCPA,Words-in-Noise - List 2 - Left Ear - 24dB (bitwise variable),1;2;4;8;16,1=food; 2=juice; 4=hire; 8=late; 16=road
,NIH Toolbox,Sensation,AUWINLeftList2_20db,List 2 Left Ear,20 dB,bitwise,"1=gun
2=such
4=shawl
8=haze
16=tire
",NIH Toolbox Words-In-Noise Test Age 6+ v2.1,auwinleftlist2_20db,,"studydata['auwinleftlist2_20db']=studydata['auwinleftlist2_20db'].fillna(-9999).astype(int).astype(str).str.replace('-9999','')",jupyter - use scores only block until items resolved,auwinleftlist2_20db,tlbx_sensation01,auwinleftlist2_20db,Words-In-Noise.tlbx_sensation01_template.csv,Words-In-Noise,HCPD HCPA,Words-in-Noise - List 2 - Left Ear - 20dB (bitwise variable),1;2;4;8;16,1=gun; 2=such; 4=shawl; 8=haze; 16=tire
,NIH Toolbox,Sensation,AUWINLeftList2_16db,List 2 Left Ear,16 dB,bitwise,"1=date
2=gas
4=dog
8=have
16=live
",NIH Toolbox Words-In-Noise Test Age 6+ v2.1,auwinleftlist2_16db,,"studydata['auwinleftlist2_16db']=studydata['auwinleftlist2_16db'].fillna(-9999).astype(int).astype(str).str.replace('-9999','')",jupyter - use scores only block until items resolved,auwinleftlist2_16db,tlbx_sensation01,auwinleftlist2_16db,Words-In-Noise.tlbx_sensation01_template.csv,Words-In-Noise,HCPD HCPA,Words-in-Noise - List 2 - Left Ear - 16dB (bitwise variable),1;2;4;8;16,1=date; 2=gas; 4=dog; 8=have; 16=live
,NIH Toolbox,Sensation,AUWINLeftList2_12db,List 2 Left Ear,12 dB,bitwise,"1=chief
2=pass
4=good
8=witch
16=search
",NIH Toolbox Words-In-Noise Test Age 6+ v2.1,auwinleftlist2_12db,,"studydata['auwinleftlist2_12db']=studydata['auwinleftlist2_12db'].fillna(-9999).astype(int).astype(str).str.replace('-9999','')",jupyter - use scores only block until items resolved,auwinleftlist2_12db,tlbx_sensation01,auwinleftlist2_12db,Words-In-Noise.tlbx_sensation01_template.csv,Words-In-Noise,HCPD HCPA,Words-in-Noise - List 2 - Left Ear - 12dB (bitwise variable),1;2;4;8;16,1=chief; 2=pass; 4=good; 8=witch; 16=search
,NIH Toolbox,Sensation,AUWINLeftList2_8db,List 2 Left Ear,8 dB,bitwise,"1=deep
2=make
4=doll
8=soap
16=sour
",NIH Toolbox Words-In-Noise Test Age 6+ v2.1,auwinleftlist2_8db,,"studydata['auwinleftlist2_8db']=studydata['auwinleftlist2_8db'].fillna(-9999).astype(int).astype(str).str.replace('-9999','')",jupyter - use scores only block until items resolved,auwinleftlist2_8db,tlbx_sensation01,auwinleftlist2_8db,Words-In-Noise.tlbx_sensation01_template.csv,Words-In-Noise,HCPD HCPA,Words-in-Noise - List 2 - Left Ear - 8dB (bitwise variable),1;2;4;8;16,1=deep; 2=make; 4=doll; 8=soap; 16=sour
,NIH Toolbox,Sensation,AUWINLeftList2_4db,List 2 Left Ear,4 dB,bitwise,"1=mouse
2=sheep
4=mess
8=beg
16=long
",NIH Toolbox Words-In-Noise Test Age 6+ v2.1,auwinleftlist2_4db,,"studydata['auwinleftlist2_4db']=studydata['auwinleftlist2_4db'].fillna(-9999).astype(int).astype(str).str.replace('-9999','')",jupyter - use scores only block until items resolved,auwinleftlist2_4db,tlbx_sensation01,auwinleftlist2_4db,Words-In-Noise.tlbx_sensation01_template.csv,Words-In-Noise,HCPD HCPA,Words-in-Noise - List 2 - Left Ear - 4dB (bitwise variable),1;2;4;8;16,1=mouse; 2=sheep; 4=mess; 8=beg; 16=long
,NIH Toolbox,Sensation,AUWINLeftList2_0db,List 2 Left Ear,0 dB,bitwise,"1=nice
2=kill
4=dab
8=back
16=calm
",NIH Toolbox Words-In-Noise Test Age 6+ v2.1,auwinleftlist2_0db,,"studydata['auwinleftlist2_0db']=studydata['auwinleftlist2_0db'].fillna(-9999).astype(int).astype(str).str.replace('-9999','')",jupyter - use scores only block until items resolved,auwinleftlist2_0db,tlbx_sensation01,auwinleftlist2_0db,Words-In-Noise.tlbx_sensation01_template.csv,Words-In-Noise,HCPD HCPA,Words-in-Noise - List 2 - Left Ear - 0dB (bitwise variable),1;2;4;8;16,1=nice; 2=kill; 4=dab; 8=back; 16=calm
,,,,,,,,NIH Toolbox Words-In-Noise Test Age 6+ v2.1,Inst,rename to version_form,studydata['version_form']=studydata['Inst'],jupyter - use scores only block until items resolved,version_form,tlbx_sensation01,version_form,,WordsInNoise,,Form used/assessment name,,
,,,,,,,,NIH Toolbox Words-In-Noise Test Age 6+ v2.1,Assessment_Name,"strip 'Assessment' from text, and rename to fneproc","studydata['fneproc']=studydata['Assessment_Name'].str.replace('Assessment ','')",jupyter - use scores only block until items resolved,fneproc,tlbx_sensation01,fneproc,,WordsInNoise,,name of trial procedure being run,,
,,,,,,,,NIH Toolbox Words-In-Noise Test Age 6+ v2.1,respondent,rename to comqother,studydata['comqother']=studydata['respondent'],jupyter - use scores only block until items resolved,comqother,tlbx_sensation01,comqother,,WordsInNoise,,Respondent - Other (text),,
,,,,,,,,NIH Toolbox Words-In-Noise Test Age 6+ v2.1,dummy_00030,required variable - set to 999 for HCPD since not collected,studydata['nih_tlbx_agegencsc']=999,jupyter - use scores only block until items resolved,nih_tlbx_agegencsc,tlbx_sensation01,nih_tlbx_agegencsc,words_in_noise_tlbx_sensation01_template.csv,WordsInNoise,HCPD HCPA,Age-Gender-Corrected T-score,0::250; 999,999=NA/NK/missing
,,,,,,,,NIH Toolbox Words-In-Noise Test Age 6+ v2.1,dummy_00031,required variable - set to 999 for HCPD since not collected,studydata['nih_tlbx_rawscore']=999,jupyter - use scores only block until items resolved,nih_tlbx_rawscore,tlbx_sensation01,nih_tlbx_rawscore,words_in_noise_tlbx_sensation01_template.csv,WordsInNoise,HCPD HCPA,RawScore,,
,,,,,,,,NIH Toolbox Words-In-Noise Test Age 6+ v2.1,dummy_00032,required variable - set to 999 for HCPD since not collected,studydata['nih_tlbx_tscore']=999,jupyter - use scores only block until items resolved,nih_tlbx_tscore,tlbx_sensation01,nih_tlbx_tscore,words_in_noise_tlbx_sensation01_template.csv,WordsInNoise,HCPD HCPA,T-score,0::200; 999,999=NA/NK/missing
,,,,,,,,NIH Toolbox Words-In-Noise Test Age 6+ v2.1,dummy_00033,required variable - set to 999 for HCPD since not collected,studydata['nih_tlbx_se']=999,jupyter - use scores only block until items resolved,nih_tlbx_se,tlbx_sensation01,nih_tlbx_se,words_in_noise_tlbx_sensation01_template.csv,WordsInNoise,HCPD HCPA,Standard Error,,999=NA/NK/missing
,,,,,,,,NIH Toolbox Words-In-Noise Test Age 6+ v2.1,dummy_00034,required variable - set to 999 for HCPD since not collected,studydata['nih_tlbx_theta']=999,jupyter - use scores only block until items resolved,nih_tlbx_theta,tlbx_sensation01,nih_tlbx_theta,words_in_noise_tlbx_sensation01_template.csv,WordsInNoise,HCPD HCPA,Theta,,999=NA/NK/missing
,,,,,,,,NIH Toolbox Words-In-Noise Test Age 6+ v2.1,ItmCnt,,"studydata['wcst_ni']=studydata.ItmCnt.round().fillna(-9999).astype(int).astype(str).str.replace('-9999','')",jupyter - use scores only block until items resolved,wcst_ni,tlbx_sensation01,wcst_ni,Words-In-Noise.tlbx_sensation01_template.csv,Words-In-Noise,HCPD HCPA,Number of Items,,
,,,,,,,,NIH Toolbox Words-In-Noise Test Age 6+ v2.1,Language,,studydata['interview_language']=studydata['Language'],jupyter - use scores only block until items resolved,interview_language,tlbx_sensation01,interview_language,Words-In-Noise.tlbx_sensation01_template.csv,Words-In-Noise,HCPD HCPA,Language Used in the Interview,,
,,,,,,,,NIH Toolbox Words-In-Noise Test Age 6+ v2.1,Raw_Score_Left_Ear,,"studydata['winleft_ncorr']=studydata['Raw_Score_Left_Ear'].astype(float).round().fillna(-9999).astype(int).astype(str).str.replace('-9999','')",jupyter - use scores only block until items resolved,winleft_ncorr,tlbx_sensation01,winleft_ncorr,words_in_noise_tlbx_sensation01_template.csv,WordsInNoise,HCPD HCPA,Words in Noise Number Correct Left,,
,,,,,,,,NIH Toolbox Words-In-Noise Test Age 6+ v2.1,Raw_Score_Right_Ear,,"studydata['winright_ncorr']=studydata['Raw_Score_Right_Ear'].astype(float).round().fillna(-9999).astype(int).astype(str).str.replace('-9999','')",jupyter - use scores only block until items resolved,winright_ncorr,tlbx_sensation01,winright_ncorr,words_in_noise_tlbx_sensation01_template.csv,WordsInNoise,HCPD HCPA,Words in Noise Number Correct Right,,
,,,,,,,,NIH Toolbox Words-In-Noise Test Age 6+ v2.1,Threshold_Left_Ear,,studydata['winleft_thresholdscore']=studydata['Threshold_Left_Ear'],jupyter - use scores only block until items resolved,winleft_thresholdscore,tlbx_sensation01,winleft_thresholdscore,words_in_noise_tlbx_sensation01_template.csv,WordsInNoise,HCPD HCPA,Words in Noise Decibel Threshold Left,,
,,,,,,,,NIH Toolbox Words-In-Noise Test Age 6+ v2.1,Threshold_Right_Ear,,studydata['winright_thresholdscore']=studydata['Threshold_Right_Ear'],jupyter - use scores only block until items resolved,winright_thresholdscore,tlbx_sensation01,winright_thresholdscore,words_in_noise_tlbx_sensation01_template.csv,WordsInNoise,HCPD HCPA,Words in Noise Decibel Threshold Right,,
,,,,,,,,Psychological Well Being Parent Report Summary (3-7),dummy_00104,,studydata['nih_tlbx_rawscore']='999',,nih_tlbx_rawscore,tlbx_wellbeing01,nih_tlbx_rawscore,,Well_Being_Parent_3-7,,RawScore,,
,,,,,,,,Psychological Well Being Parent Report Summary (3-7),dummy_00105,,studydata['nih_tlbx_theta']='999',,nih_tlbx_theta,tlbx_wellbeing01,nih_tlbx_theta,,Well_Being_Parent_3-7,,Theta,,999=NA/NK/missing
,,,,,,,,Psychological Well Being Parent Report Summary (3-7),dummy_00106,,studydata['nih_tlbx_tscore']='999',,nih_tlbx_tscore,tlbx_wellbeing01,nih_tlbx_tscore,,Well_Being_Parent_3-7,,T-score,0::200; 999,999=NA/NK/missing
,,,,,,,,Psychological Well Being Parent Report Summary (3-7),dummy_00107,,studydata['nih_tlbx_se']='999',,nih_tlbx_se,tlbx_wellbeing01,nih_tlbx_se,,Well_Being_Parent_3-7,,Standard Error,,999=NA/NK/missing
,,,,,,,,Psychological Well Being Parent Report Summary (3-7),Inst,rename to version_form,studydata['version_form']=studydata['Inst'],,version_form,tlbx_wellbeing01,version_form,,Well_Being_Parent_3-7,,Form used/assessment name,,
,,,,,,,,Psychological Well Being Parent Report Summary (3-7),Assessment_Name,"strip 'Assessment' from text, and rename to fneproc","studydata['fneproc']=studydata['Assessment_Name'].str.replace('Assessment ','')",,fneproc,tlbx_wellbeing01,fneproc,,Well_Being_Parent_3-7,,name of trial procedure being run,,
,,,,,,,,Psychological Well Being Parent Report Summary (3-7),respondent,rename to comqother,studydata['comqother']=studydata['respondent'],,comqother,tlbx_wellbeing01,comqother,,Well_Being_Parent_3-7,,Respondent - Other (text),,
,,,,,,,,Psychological Well Being Parent Report Summary (3-7),Fully_Corrected_T_score,,studydata['nih_tlbx_fctsc']=studydata['Fully_Corrected_T_score'],,nih_tlbx_fctsc,tlbx_wellbeing01,nih_tlbx_fctsc,Well_Being_Parent_3-7.tlbx_wellbeing01_template.csv,Well_Being_Parent_3-7,HCPD,Fully-Corrected T-Score,0::120,
,,,,,,,,Psychological Well Being Parent Report Summary (3-7),Language,,studydata['primary_language']=studydata['Language'],,primary_language,tlbx_wellbeing01,primary_language,Well_Being_Parent_3-7.tlbx_wellbeing01_template.csv,Well_Being_Parent_3-7,HCPD,Subject's Primary Language,,
,,,,,,,,Psychological Well Being Parent Report Summary (8-12),dummy_00038,nih_tlbx_tscore,studydata['nih_tlbx_tscore']='999',,nih_tlbx_tscore,tlbx_wellbeing01,nih_tlbx_tscore,,Well_Being_Parent_8-12,,T-score,0::200; 999,999=NA/NK/missing
,,,,,,,,Psychological Well Being Parent Report Summary (8-12),dummy_00039,nih_tlbx_theta,studydata['nih_tlbx_theta']='999',,nih_tlbx_theta,tlbx_wellbeing01,nih_tlbx_theta,,Well_Being_Parent_8-12,,Theta,,999=NA/NK/missing
,,,,,,,,Psychological Well Being Parent Report Summary (8-12),dummy_00040,nih_tlbx_rawscore,studydata['nih_tlbx_rawscore']='999',,nih_tlbx_rawscore,tlbx_wellbeing01,nih_tlbx_rawscore,,Well_Being_Parent_8-12,,RawScore,,
,,,,,,,,Psychological Well Being Parent Report Summary (8-12),dummy_00041,nih_tlbx_se,studydata['nih_tlbx_se']='999',,nih_tlbx_se,tlbx_wellbeing01,nih_tlbx_se,,Well_Being_Parent_8-12,,Standard Error,,999=NA/NK/missing
,,,,,,,,Psychological Well Being Parent Report Summary (8-12),Inst,rename to version_form,studydata['version_form']=studydata['Inst'],,version_form,tlbx_wellbeing01,version_form,,Well_Being_Parent_8-12,,Form used/assessment name,,
,,,,,,,,Psychological Well Being Parent Report Summary (8-12),Assessment_Name,"strip 'Assessment' from text, and rename to fneproc","studydata['fneproc']=studydata['Assessment_Name'].str.replace('Assessment ','')",,fneproc,tlbx_wellbeing01,fneproc,,Well_Being_Parent_8-12,,name of trial procedure being run,,
,,,,,,,,Psychological Well Being Parent Report Summary (8-12),respondent,rename to comqother,studydata['comqother']=studydata['respondent'],,comqother,tlbx_wellbeing01,comqother,,Well_Being_Parent_8-12,,Respondent - Other (text),,
,,,,,,,,Psychological Well Being Parent Report Summary (8-12),Fully_Corrected_T_score,,studydata['nih_tlbx_fctsc']=studydata['Fully_Corrected_T_score'],,nih_tlbx_fctsc,tlbx_wellbeing01,nih_tlbx_fctsc,Well_Being_Parent_8-12.tlbx_wellbeing01_template.csv,Well_Being_Parent_8-12,HCPD,Fully-Corrected T-Score,0::120,
,,,,,,,,Psychological Well Being Parent Report Summary (8-12),Language,,studydata['primary_language']=studydata['Language'],,primary_language,tlbx_wellbeing01,primary_language,Well_Being_Parent_8-12.tlbx_wellbeing01_template.csv,Well_Being_Parent_8-12,HCPD,Subject's Primary Language,,
,,,,,,,,Psychological Well Being Summary (13-17),dummy_00087,nih_tlbx_tscore,studydata['nih_tlbx_tscore']='999',,nih_tlbx_tscore,tlbx_wellbeing01,nih_tlbx_tscore,,Well_Being_13-17,,T-score,0::200; 999,999=NA/NK/missing
,,,,,,,,Psychological Well Being Summary (13-17),dummy_00088,nih_tlbx_theta,studydata['nih_tlbx_theta']='999',,nih_tlbx_theta,tlbx_wellbeing01,nih_tlbx_theta,,Well_Being_13-17,,Theta,,999=NA/NK/missing
,,,,,,,,Psychological Well Being Summary (13-17),dummy_00089,nih_tlbx_rawscore,studydata['nih_tlbx_rawscore']='999',,nih_tlbx_rawscore,tlbx_wellbeing01,nih_tlbx_rawscore,,Well_Being_13-17,,RawScore,,
,,,,,,,,Psychological Well Being Summary (13-17),dummy_00090,nih_tlbx_se,studydata['nih_tlbx_se']='999',,nih_tlbx_se,tlbx_wellbeing01,nih_tlbx_se,,Well_Being_13-17,,Standard Error,,999=NA/NK/missing
,,,,,,,,Psychological Well Being Summary (13-17),Inst,rename to version_form,studydata['version_form']=studydata['Inst'],,version_form,tlbx_wellbeing01,version_form,,Well_Being_13-17,,Form used/assessment name,,
,,,,,,,,Psychological Well Being Summary (13-17),Assessment_Name,"strip 'Assessment' from text, and rename to fneproc","studydata['fneproc']=studydata['Assessment_Name'].str.replace('Assessment ','')",,fneproc,tlbx_wellbeing01,fneproc,,Well_Being_13-17,,name of trial procedure being run,,
