Inst,template,inst_short,nda_structure,nda_element,hcp_variable,action_request,hcp_variable_upload,specialty_code,requested_python
NIH Toolbox Positive Affect FF Ages 8-12 v2.0,Positive_Affect_18+_tlbx_wellbeing01_template.csv,Positive_Affect_8-12,Positive_Affect_8-12_tlbx_wellbeing01,nih_tlbx_theta,Theta,,Theta,,
NIH Toolbox Positive Affect FF Ages 8-12 v2.0,Positive_Affect_18+_tlbx_wellbeing01_template.csv,Positive_Affect_8-12,Positive_Affect_8-12_tlbx_wellbeing01,tlbxpa_ts,TScore,Please rename this column 'tlbxpa_ts' to avoid a naming conflict in our database.,tlbxpa_ts,,studydata['tlbxpa_ts']=studydata['TScore']
NIH Toolbox Positive Affect FF Ages 8-12 v2.0,Positive_Affect_18+_tlbx_wellbeing01_template.csv,Positive_Affect_8-12,Positive_Affect_8-12_tlbx_wellbeing01,nih_tlbx_se,SE,,SE,,
NIH Toolbox Positive Affect FF Ages 8-12 v2.0,Positive_Affect_18+_tlbx_wellbeing01_template.csv,Positive_Affect_8-12,Positive_Affect_8-12_tlbx_wellbeing01,wcst_ni,ItmCnt,,ItmCnt,,
NIH Toolbox Positive Affect FF Ages 8-12 v2.0,Positive_Affect_18+_tlbx_wellbeing01_template.csv,Positive_Affect_8-12,Positive_Affect_8-12_tlbx_wellbeing01,interview_language,Language,,Language,,studydata['interview_language']=studydata['Language']
NIH Toolbox Positive Affect FF Ages 8-12 v2.0,Positive_Affect_18+_tlbx_wellbeing01_template.csv,Positive_Affect_8-12,Positive_Affect_8-12_tlbx_wellbeing01,nih_tlbx_fctsc,Fully_Corrected_T_score,,Fully_Corrected_T_score,,
NIH Toolbox Picture Sequence Memory Test Age 8+ Form A v2.1,PSM_8+_Form_A_psm01_template.csv,PSM_8 _Form_A,psm01,emibmgc04t1order,emibmgc04t1order,,,,
NIH Toolbox Picture Sequence Memory Test Age 8+ Form A v2.1,PSM_8+_Form_A_psm01_template.csv,PSM_8 _Form_A,psm01,emibmgc04t2order,emibmgc04t2order,,,,
NIH Toolbox Picture Sequence Memory Test Age 8+ Form A v2.1,PSM_8+_Form_A_psm01_template.csv,PSM_8 _Form_A,psm01,emibmgc04t3order,emibmgc04t3order,,,,
NIH Toolbox Picture Sequence Memory Test Age 8+ Form A v2.1,PSM_8+_Form_A_psm01_template.csv,PSM_8 _Form_A,psm01,emibmpp15t1order,emibmpp15t1order,,,,
NIH Toolbox Picture Sequence Memory Test Age 8+ Form A v2.1,PSM_8+_Form_A_psm01_template.csv,PSM_8 _Form_A,psm01,emibmpp18t2order,emibmpp18t2order,,,,
NIH Toolbox Picture Sequence Memory Test Age 8+ Form A v2.1,PSM_8+_Form_A_psm01_template.csv,PSM_8 _Form_A,psm01,version_form,Assessment_Name,,,,
NIH Toolbox Picture Sequence Memory Test Age 8+ Form A v2.1,PSM_8+_Form_A_psm01_template.csv,PSM_8 _Form_A,psm01,nih_picseq_raw,RawScore,,,,
NIH Toolbox Picture Sequence Memory Test Age 8+ Form A v2.1,PSM_8+_Form_A_psm01_template.csv,PSM_8 _Form_A,psm01,nih_tlbx_theta,Theta,,,,
NIH Toolbox Picture Sequence Memory Test Age 8+ Form A v2.1,PSM_8+_Form_A_psm01_template.csv,PSM_8 _Form_A,psm01,nih_tlbx_se,SE,,,,
NIH Toolbox Picture Sequence Memory Test Age 8+ Form A v2.1,PSM_8+_Form_A_psm01_template.csv,PSM_8 _Form_A,psm01,wcst_ni,ItmCnt,,,,
NIH Toolbox Picture Sequence Memory Test Age 8+ Form A v2.1,PSM_8+_Form_A_psm01_template.csv,PSM_8 _Form_A,psm01,interview_language,Language,,,,
NIH Toolbox Picture Sequence Memory Test Age 8+ Form A v2.1,PSM_8+_Form_A_psm01_template.csv,PSM_8 _Form_A,psm01,nih_picseq_computed,Computed_Score,,,,
NIH Toolbox Picture Sequence Memory Test Age 8+ Form A v2.1,PSM_8+_Form_A_psm01_template.csv,PSM_8 _Form_A,psm01,nih_picseq_unadjusted,Uncorrected_Standard_Score,,,,
NIH Toolbox Picture Sequence Memory Test Age 8+ Form A v2.1,PSM_8+_Form_A_psm01_template.csv,PSM_8 _Form_A,psm01,nih_picseq_ageadjusted,Age_Corrected_Standard_Score,,,,
NIH Toolbox Picture Sequence Memory Test Age 8+ Form A v2.1,PSM_8+_Form_A_psm01_template.csv,PSM_8 _Form_A,psm01,nih_picseq_natperc,National_Percentile__age_adjusted_,,,,
NIH Toolbox Picture Sequence Memory Test Age 8+ Form B v2.1,PSM_8+_Form_B_psm01_template.csv,PSM_8 _Form_B,psm01,emibmgc04t1order,emibmgc04t1order,,,,
NIH Toolbox Picture Sequence Memory Test Age 8+ Form B v2.1,PSM_8+_Form_B_psm01_template.csv,PSM_8 _Form_B,psm01,emibmgf15t1order,emibmgf15t1order,,,,
NIH Toolbox Picture Sequence Memory Test Age 8+ Form B v2.1,PSM_8+_Form_B_psm01_template.csv,PSM_8 _Form_B,psm01,emibmgf18t2order,emibmgf18t2order,,,,
NIH Toolbox Picture Sequence Memory Test Age 8+ Form B v2.1,PSM_8+_Form_B_psm01_template.csv,PSM_8 _Form_B,psm01,version_form,Assessment_Name,,,,
NIH Toolbox Picture Sequence Memory Test Age 8+ Form B v2.1,PSM_8+_Form_B_psm01_template.csv,PSM_8 _Form_B,psm01,nih_picseq_raw,RawScore,,,,
NIH Toolbox Picture Sequence Memory Test Age 8+ Form B v2.1,PSM_8+_Form_B_psm01_template.csv,PSM_8 _Form_B,psm01,nih_tlbx_theta,Theta,,,,
NIH Toolbox Picture Sequence Memory Test Age 8+ Form B v2.1,PSM_8+_Form_B_psm01_template.csv,PSM_8 _Form_B,psm01,nih_tlbx_se,SE,,,,
NIH Toolbox Picture Sequence Memory Test Age 8+ Form B v2.1,PSM_8+_Form_B_psm01_template.csv,PSM_8 _Form_B,psm01,wcst_ni,ItmCnt,,,,
NIH Toolbox Picture Sequence Memory Test Age 8+ Form B v2.1,PSM_8+_Form_B_psm01_template.csv,PSM_8 _Form_B,psm01,interview_language,Language,,,,
NIH Toolbox Picture Sequence Memory Test Age 8+ Form B v2.1,PSM_8+_Form_B_psm01_template.csv,PSM_8 _Form_B,psm01,nih_picseq_computed,Computed_Score,,,,
NIH Toolbox Picture Sequence Memory Test Age 8+ Form B v2.1,PSM_8+_Form_B_psm01_template.csv,PSM_8 _Form_B,psm01,nih_picseq_unadjusted,Uncorrected_Standard_Score,,,,
NIH Toolbox Picture Sequence Memory Test Age 8+ Form B v2.1,PSM_8+_Form_B_psm01_template.csv,PSM_8 _Form_B,psm01,nih_picseq_ageadjusted,Age_Corrected_Standard_Score,,,,
NIH Toolbox Picture Sequence Memory Test Age 8+ Form B v2.1,PSM_8+_Form_B_psm01_template.csv,PSM_8 _Form_B,psm01,nih_picseq_natperc,National_Percentile__age_adjusted_,,,,
,PsychologicalWellBeing_tlbx_wellbeing01_template.csv,Psychological_Well_Being,PsychologicalWellBeing_tlbx_wellbeing01,version_form,Assessment_Name,,,,
,PsychologicalWellBeing_tlbx_wellbeing01_template.csv,Psychological_Well_Being,PsychologicalWellBeing_tlbx_wellbeing01,nih_tlbx_tscore,TScore,,,,
,PsychologicalWellBeing_tlbx_wellbeing01_template.csv,Psychological_Well_Being,PsychologicalWellBeing_tlbx_wellbeing01,primary_language,Language,,,,
NIH Toolbox Sadness CAT Age 18+ v2.0,Sadness_18+_predd01_template.csv,Sadness_18,predd01,eddep04,depression30,,depression30,,
NIH Toolbox Sadness CAT Age 18+ v2.0,Sadness_18+_predd01_template.csv,Sadness_18,predd01,eddep05,depression31,,depression31,,
NIH Toolbox Sadness CAT Age 18+ v2.0,Sadness_18+_predd01_template.csv,Sadness_18,predd01,eddep06,depression32,,depression32,,
NIH Toolbox Sadness CAT Age 18+ v2.0,Sadness_18+_predd01_template.csv,Sadness_18,predd01,eddep07,depression33,,depression33,,
NIH Toolbox Sadness CAT Age 18+ v2.0,Sadness_18+_predd01_template.csv,Sadness_18,predd01,eddep09,depression34,,depression34,,
NIH Toolbox Sadness CAT Age 18+ v2.0,Sadness_18+_predd01_template.csv,Sadness_18,predd01,eddep14,depression35,,depression35,,
NIH Toolbox Sadness CAT Age 18+ v2.0,Sadness_18+_predd01_template.csv,Sadness_18,predd01,eddep17,depression36,,depression36,,
NIH Toolbox Sadness CAT Age 18+ v2.0,Sadness_18+_predd01_template.csv,Sadness_18,predd01,eddep19,depression37,,depression37,,
NIH Toolbox Sadness CAT Age 18+ v2.0,Sadness_18+_predd01_template.csv,Sadness_18,predd01,eddep21,depression38,,depression38,,
NIH Toolbox Sadness CAT Age 18+ v2.0,Sadness_18+_predd01_template.csv,Sadness_18,predd01,eddep22,depression39,,depression39,,
NIH Toolbox Sadness CAT Age 18+ v2.0,Sadness_18+_predd01_template.csv,Sadness_18,predd01,eddep23,depression40,,depression40,,
NIH Toolbox Sadness CAT Age 18+ v2.0,Sadness_18+_predd01_template.csv,Sadness_18,predd01,eddep26,depression41,,depression41,,
NIH Toolbox Sadness CAT Age 18+ v2.0,Sadness_18+_predd01_template.csv,Sadness_18,predd01,eddep27,depression42,,depression42,,
NIH Toolbox Sadness CAT Age 18+ v2.0,Sadness_18+_predd01_template.csv,Sadness_18,predd01,eddep28,depression43,,depression43,,
NIH Toolbox Sadness CAT Age 18+ v2.0,Sadness_18+_predd01_template.csv,Sadness_18,predd01,eddep29,depression44,,depression44,,
NIH Toolbox Sadness CAT Age 18+ v2.0,Sadness_18+_predd01_template.csv,Sadness_18,predd01,eddep30,depression45,,depression45,,
NIH Toolbox Sadness CAT Age 18+ v2.0,Sadness_18+_predd01_template.csv,Sadness_18,predd01,eddep31,depression46,,depression46,,
NIH Toolbox Sadness CAT Age 18+ v2.0,Sadness_18+_predd01_template.csv,Sadness_18,predd01,eddep35,depression47,,depression47,,
NIH Toolbox Sadness CAT Age 18+ v2.0,Sadness_18+_predd01_template.csv,Sadness_18,predd01,eddep36,depression48,,depression48,,
NIH Toolbox Sadness CAT Age 18+ v2.0,Sadness_18+_predd01_template.csv,Sadness_18,predd01,eddep39,depression49,,depression49,,
NIH Toolbox Sadness CAT Age 18+ v2.0,Sadness_18+_predd01_template.csv,Sadness_18,predd01,eddep41,depression50,,depression50,,
NIH Toolbox Sadness CAT Age 18+ v2.0,Sadness_18+_predd01_template.csv,Sadness_18,predd01,eddep42,depression51,,depression51,,
NIH Toolbox Sadness CAT Age 18+ v2.0,Sadness_18+_predd01_template.csv,Sadness_18,predd01,eddep44,depression52,,depression52,,
NIH Toolbox Sadness CAT Age 18+ v2.0,Sadness_18+_predd01_template.csv,Sadness_18,predd01,eddep45,depression53,,depression53,,
NIH Toolbox Sadness CAT Age 18+ v2.0,Sadness_18+_predd01_template.csv,Sadness_18,predd01,eddep46,depression54,,depression54,,
NIH Toolbox Sadness CAT Age 18+ v2.0,Sadness_18+_predd01_template.csv,Sadness_18,predd01,eddep48,depression55,,depression55,,
NIH Toolbox Sadness CAT Age 18+ v2.0,Sadness_18+_predd01_template.csv,Sadness_18,predd01,eddep50,depression56,,depression56,,
NIH Toolbox Sadness CAT Age 18+ v2.0,Sadness_18+_predd01_template.csv,Sadness_18,predd01,eddep54,depression57,,depression57,,
NIH Toolbox Sadness CAT Age 18+ v2.0,Sadness_18+_predd01_template.csv,Sadness_18,predd01,version_form,Assessment_Name,,Assessment_Name,,
NIH Toolbox Sadness CAT Age 18+ v2.0,Sadness_18+_predd01_template.csv,Sadness_18,predd01,edd_rs,RawScore,,RawScore,,
NIH Toolbox Sadness CAT Age 18+ v2.0,Sadness_18+_predd01_template.csv,Sadness_18,predd01,add_theta,Theta,,Theta,,
NIH Toolbox Sadness CAT Age 18+ v2.0,Sadness_18+_predd01_template.csv,Sadness_18,predd01,add_ts,TScore,,TScore,,
NIH Toolbox Sadness CAT Age 18+ v2.0,Sadness_18+_predd01_template.csv,Sadness_18,predd01,add_se,SE,,SE,,
NIH Toolbox Sadness CAT Age 18+ v2.0,Sadness_18+_predd01_template.csv,Sadness_18,predd01,wcst_ni,ItmCnt,,ItmCnt,,
NIH Toolbox Sadness CAT Age 18+ v2.0,Sadness_18+_predd01_template.csv,Sadness_18,predd01,interview_language,Language,,Language,,
NIH Toolbox Sadness FF Ages 8-17 v2.0,Sadness_8-17_tlbx_sadness01_template.csv,Sadness_8-17,tlbx_sadness01,pedrepdep34,pedrepdep34,,pedrepdep34,,
NIH Toolbox Sadness FF Ages 8-17 v2.0,Sadness_8-17_tlbx_sadness01_template.csv,Sadness_8-17,tlbx_sadness01,pedrepdep35,pedrepdep35,,pedrepdep35,,
NIH Toolbox Sadness FF Ages 8-17 v2.0,Sadness_8-17_tlbx_sadness01_template.csv,Sadness_8-17,tlbx_sadness01,pedrepdep36,pedrepdep36,,pedrepdep36,,
NIH Toolbox Sadness FF Ages 8-17 v2.0,Sadness_8-17_tlbx_sadness01_template.csv,Sadness_8-17,tlbx_sadness01,pedrepdep37,pedrepdep37,,pedrepdep37,,
NIH Toolbox Sadness FF Ages 8-17 v2.0,Sadness_8-17_tlbx_sadness01_template.csv,Sadness_8-17,tlbx_sadness01,pedrepdep38,pedrepdep38,,pedrepdep38,,
NIH Toolbox Sadness FF Ages 8-17 v2.0,Sadness_8-17_tlbx_sadness01_template.csv,Sadness_8-17,tlbx_sadness01,pedrepdep39,pedrepdep39,,pedrepdep39,,
NIH Toolbox Sadness FF Ages 8-17 v2.0,Sadness_8-17_tlbx_sadness01_template.csv,Sadness_8-17,tlbx_sadness01,pedrepdep41,pedrepdep41,,pedrepdep41,,
NIH Toolbox Sadness FF Ages 8-17 v2.0,Sadness_8-17_tlbx_sadness01_template.csv,Sadness_8-17,tlbx_sadness01,pedrepdep42,pedrepdep42,,pedrepdep42,,
NIH Toolbox Sadness FF Ages 8-17 v2.0,Sadness_8-17_tlbx_sadness01_template.csv,Sadness_8-17,tlbx_sadness01,version_form,Assessment_Name,,Assessment_Name,,
NIH Toolbox Sadness FF Ages 8-17 v2.0,Sadness_8-17_tlbx_sadness01_template.csv,Sadness_8-17,tlbx_sadness01,nih_tlbx_rawscore,RawScore,,RawScore,,
NIH Toolbox Sadness FF Ages 8-17 v2.0,Sadness_8-17_tlbx_sadness01_template.csv,Sadness_8-17,tlbx_sadness01,nih_tlbx_theta,Theta,,Theta,,
NIH Toolbox Sadness FF Ages 8-17 v2.0,Sadness_8-17_tlbx_sadness01_template.csv,Sadness_8-17,tlbx_sadness01,nih_tlbx_tscore,TScore,,TScore,,
NIH Toolbox Sadness FF Ages 8-17 v2.0,Sadness_8-17_tlbx_sadness01_template.csv,Sadness_8-17,tlbx_sadness01,nih_tlbx_se,SE,,SE,,
NIH Toolbox Sadness FF Ages 8-17 v2.0,Sadness_8-17_tlbx_sadness01_template.csv,Sadness_8-17,tlbx_sadness01,wcst_ni,ItmCnt,,ItmCnt,,
NIH Toolbox Sadness FF Ages 8-17 v2.0,Sadness_8-17_tlbx_sadness01_template.csv,Sadness_8-17,tlbx_sadness01,interview_language,Language,,Language,,
NIH Toolbox Sadness FF Ages 8-17 v2.0,Sadness_8-17_tlbx_sadness01_template.csv,Sadness_8-17,tlbx_sadness01,nih_tlbx_fctsc,Fully_Corrected_T_score,,Fully_Corrected_T_score,,
,Self-Efficacy_13-17.self_effic01_template.csv,Self-Efficacy_13-17,self_effic01,gse01,gse01,,,,
,Self-Efficacy_13-17.self_effic01_template.csv,Self-Efficacy_13-17,self_effic01,gse02m,gse02m,,,,
,Self-Efficacy_13-17.self_effic01_template.csv,Self-Efficacy_13-17,self_effic01,gse03m,gse03m,,,,
,Self-Efficacy_13-17.self_effic01_template.csv,Self-Efficacy_13-17,self_effic01,gse04m,gse04m,,,,
,Self-Efficacy_13-17.self_effic01_template.csv,Self-Efficacy_13-17,self_effic01,gse05m,gse05m,,,,
,Self-Efficacy_13-17.self_effic01_template.csv,Self-Efficacy_13-17,self_effic01,gse06m,gse06m,,,,
,Self-Efficacy_13-17.self_effic01_template.csv,Self-Efficacy_13-17,self_effic01,gse07m,gse07m,,,,
,Self-Efficacy_13-17.self_effic01_template.csv,Self-Efficacy_13-17,self_effic01,gse08m,gse08m,,,,
,Self-Efficacy_13-17.self_effic01_template.csv,Self-Efficacy_13-17,self_effic01,gse09,gse09,,,,
,Self-Efficacy_13-17.self_effic01_template.csv,Self-Efficacy_13-17,self_effic01,gse10,gse10,,,,
,Self-Efficacy_13-17.self_effic01_template.csv,Self-Efficacy_13-17,self_effic01,version_form,Assessment_Name,,,,
,Self-Efficacy_13-17.self_effic01_template.csv,Self-Efficacy_13-17,self_effic01,nih_tlbx_rawscore,RawScore,,,,
,Self-Efficacy_13-17.self_effic01_template.csv,Self-Efficacy_13-17,self_effic01,nih_tlbx_theta,Theta,,,,
,Self-Efficacy_13-17.self_effic01_template.csv,Self-Efficacy_13-17,self_effic01,nih_tlbx_tscore,TScore,,,,
,Self-Efficacy_13-17.self_effic01_template.csv,Self-Efficacy_13-17,self_effic01,nih_tlbx_se,SE,,,,
,Self-Efficacy_13-17.self_effic01_template.csv,Self-Efficacy_13-17,self_effic01,wcst_ni,ItmCnt,,,,
,Self-Efficacy_13-17.self_effic01_template.csv,Self-Efficacy_13-17,self_effic01,interview_language,Language,,,,
,Self-Efficacy_13-17.self_effic01_template.csv,Self-Efficacy_13-17,self_effic01,nih_tlbx_fctsc,Fully_Corrected_T_score,,,,
NIH Toolbox Self-Efficacy CAT Age 18+ v2.0,Self-Efficacy_18+_self_effic01_template.csv,Self-Efficacy_18,self_effic01,gse01,gse01,,gse01,,
NIH Toolbox Self-Efficacy CAT Age 18+ v2.0,Self-Efficacy_18+_self_effic01_template.csv,Self-Efficacy_18,self_effic01,gse02,gse02,,gse02,,
NIH Toolbox Self-Efficacy CAT Age 18+ v2.0,Self-Efficacy_18+_self_effic01_template.csv,Self-Efficacy_18,self_effic01,gse03,gse03,,gse03,,
NIH Toolbox Self-Efficacy CAT Age 18+ v2.0,Self-Efficacy_18+_self_effic01_template.csv,Self-Efficacy_18,self_effic01,gse04,gse04,,gse04,,
NIH Toolbox Self-Efficacy CAT Age 18+ v2.0,Self-Efficacy_18+_self_effic01_template.csv,Self-Efficacy_18,self_effic01,gse05m,gse05m,,gse05m,,
NIH Toolbox Self-Efficacy CAT Age 18+ v2.0,Self-Efficacy_18+_self_effic01_template.csv,Self-Efficacy_18,self_effic01,gse06m,gse06m,,gse06m,,
NIH Toolbox Self-Efficacy CAT Age 18+ v2.0,Self-Efficacy_18+_self_effic01_template.csv,Self-Efficacy_18,self_effic01,gse07m,gse07m,,gse07m,,
NIH Toolbox Self-Efficacy CAT Age 18+ v2.0,Self-Efficacy_18+_self_effic01_template.csv,Self-Efficacy_18,self_effic01,gse08m,gse08m,,gse08m,,
NIH Toolbox Self-Efficacy CAT Age 18+ v2.0,Self-Efficacy_18+_self_effic01_template.csv,Self-Efficacy_18,self_effic01,gse09,gse09,,gse09,,
NIH Toolbox Self-Efficacy CAT Age 18+ v2.0,Self-Efficacy_18+_self_effic01_template.csv,Self-Efficacy_18,self_effic01,gse10,gse10,,gse10,,
NIH Toolbox Self-Efficacy CAT Age 18+ v2.0,Self-Efficacy_18+_self_effic01_template.csv,Self-Efficacy_18,self_effic01,version_form,Assessment_Name,,Assessment_Name,,
NIH Toolbox Self-Efficacy CAT Age 18+ v2.0,Self-Efficacy_18+_self_effic01_template.csv,Self-Efficacy_18,self_effic01,nih_tlbx_rawscore,RawScore,,RawScore,,
NIH Toolbox Self-Efficacy CAT Age 18+ v2.0,Self-Efficacy_18+_self_effic01_template.csv,Self-Efficacy_18,self_effic01,nih_tlbx_theta,Theta,,Theta,,
NIH Toolbox Self-Efficacy CAT Age 18+ v2.0,Self-Efficacy_18+_self_effic01_template.csv,Self-Efficacy_18,self_effic01,nih_tlbx_tscore,TScore,,TScore,,
NIH Toolbox Self-Efficacy CAT Age 18+ v2.0,Self-Efficacy_18+_self_effic01_template.csv,Self-Efficacy_18,self_effic01,nih_tlbx_se,SE,,SE,,
NIH Toolbox Self-Efficacy CAT Age 18+ v2.0,Self-Efficacy_18+_self_effic01_template.csv,Self-Efficacy_18,self_effic01,wcst_ni,ItmCnt,,ItmCnt,,
NIH Toolbox Self-Efficacy CAT Age 18+ v2.0,Self-Efficacy_18+_self_effic01_template.csv,Self-Efficacy_18,self_effic01,interview_language,Language,,Language,,
NIH Toolbox Self-Efficacy CAT Ages 8-12 v2.0,Self-Efficacy_8-12_self_effic01_template.csv,Self-Efficacy_8-12,self_effic01,gse01,gse01,,gse01,,
NIH Toolbox Self-Efficacy CAT Ages 8-12 v2.0,Self-Efficacy_8-12_self_effic01_template.csv,Self-Efficacy_8-12,self_effic01,gse03m,gse03m,,gse03m,,
NIH Toolbox Self-Efficacy CAT Ages 8-12 v2.0,Self-Efficacy_8-12_self_effic01_template.csv,Self-Efficacy_8-12,self_effic01,gse04m,gse04m,,gse04m,,
NIH Toolbox Self-Efficacy CAT Ages 8-12 v2.0,Self-Efficacy_8-12_self_effic01_template.csv,Self-Efficacy_8-12,self_effic01,gse05m,gse05m,,gse05m,,
NIH Toolbox Self-Efficacy CAT Ages 8-12 v2.0,Self-Efficacy_8-12_self_effic01_template.csv,Self-Efficacy_8-12,self_effic01,gse06m,gse06m,,gse06m,,
NIH Toolbox Self-Efficacy CAT Ages 8-12 v2.0,Self-Efficacy_8-12_self_effic01_template.csv,Self-Efficacy_8-12,self_effic01,gse07m,gse07m,,gse07m,,
NIH Toolbox Self-Efficacy CAT Ages 8-12 v2.0,Self-Efficacy_8-12_self_effic01_template.csv,Self-Efficacy_8-12,self_effic01,gse08m,gse08m,,gse08m,,
NIH Toolbox Self-Efficacy CAT Ages 8-12 v2.0,Self-Efficacy_8-12_self_effic01_template.csv,Self-Efficacy_8-12,self_effic01,gse10,gse10,,gse10,,
NIH Toolbox Self-Efficacy CAT Ages 8-12 v2.0,Self-Efficacy_8-12_self_effic01_template.csv,Self-Efficacy_8-12,self_effic01,version_form,Assessment_Name,,Assessment_Name,,
NIH Toolbox Self-Efficacy CAT Ages 8-12 v2.0,Self-Efficacy_8-12_self_effic01_template.csv,Self-Efficacy_8-12,self_effic01,nih_tlbx_rawscore,RawScore,,RawScore,,
NIH Toolbox Self-Efficacy CAT Ages 8-12 v2.0,Self-Efficacy_8-12_self_effic01_template.csv,Self-Efficacy_8-12,self_effic01,nih_tlbx_theta,Theta,,Theta,,
NIH Toolbox Self-Efficacy CAT Ages 8-12 v2.0,Self-Efficacy_8-12_self_effic01_template.csv,Self-Efficacy_8-12,self_effic01,nih_tlbx_tscore,TScore,,TScore,,
NIH Toolbox Self-Efficacy CAT Ages 8-12 v2.0,Self-Efficacy_8-12_self_effic01_template.csv,Self-Efficacy_8-12,self_effic01,nih_tlbx_se,SE,,SE,,
NIH Toolbox Self-Efficacy CAT Ages 8-12 v2.0,Self-Efficacy_8-12_self_effic01_template.csv,Self-Efficacy_8-12,self_effic01,wcst_ni,ItmCnt,,ItmCnt,,
NIH Toolbox Self-Efficacy CAT Ages 8-12 v2.0,Self-Efficacy_8-12_self_effic01_template.csv,Self-Efficacy_8-12,self_effic01,interview_language,Language,,Language,,
NIH Toolbox Self-Efficacy CAT Ages 8-12 v2.0,Self-Efficacy_8-12_self_effic01_template.csv,Self-Efficacy_8-12,self_effic01,nih_tlbx_fctsc,Fully_Corrected_T_score,,Fully_Corrected_T_score,,
,Social_Satisfaction.promisgl01_template.csv,Social_Satisfaction,promisgl01,version_form,Assessment_Name,,,,
,Social_Satisfaction.promisgl01_template.csv,Social_Satisfaction,promisgl01,promisgls_tsc,TScore,,,,
,Social_Satisfaction.promisgl01_template.csv,Social_Satisfaction,promisgl01,interview_language,Language,,,,
NIH Toolbox Words-In-Noise Test Age 6+ v2.1,words_in_noise_tlbx_sensation01_template.csv,WordsInNoise,tlbx_sensation01,auwinleftlist1_0db,auwinleftlist1_0db,,,,
NIH Toolbox Words-In-Noise Test Age 6+ v2.1,words_in_noise_tlbx_sensation01_template.csv,WordsInNoise,tlbx_sensation01,auwinleftlist1_12db,auwinleftlist1_12db,,,,
NIH Toolbox Words-In-Noise Test Age 6+ v2.1,words_in_noise_tlbx_sensation01_template.csv,WordsInNoise,tlbx_sensation01,auwinleftlist1_16db,auwinleftlist1_16db,,,,
NIH Toolbox Words-In-Noise Test Age 6+ v2.1,words_in_noise_tlbx_sensation01_template.csv,WordsInNoise,tlbx_sensation01,auwinleftlist1_20db,auwinleftlist1_20db,,,,
NIH Toolbox Words-In-Noise Test Age 6+ v2.1,words_in_noise_tlbx_sensation01_template.csv,WordsInNoise,tlbx_sensation01,auwinleftlist1_24db,auwinleftlist1_24db,,,,
NIH Toolbox Words-In-Noise Test Age 6+ v2.1,words_in_noise_tlbx_sensation01_template.csv,WordsInNoise,tlbx_sensation01,auwinleftlist1_4db,auwinleftlist1_4db,,,,
NIH Toolbox Words-In-Noise Test Age 6+ v2.1,words_in_noise_tlbx_sensation01_template.csv,WordsInNoise,tlbx_sensation01,auwinleftlist1_8db,auwinleftlist1_8db,,,,
NIH Toolbox Words-In-Noise Test Age 6+ v2.1,words_in_noise_tlbx_sensation01_template.csv,WordsInNoise,tlbx_sensation01,auwinleftlist2_0db,auwinleftlist2_0db,,,,
NIH Toolbox Words-In-Noise Test Age 6+ v2.1,words_in_noise_tlbx_sensation01_template.csv,WordsInNoise,tlbx_sensation01,auwinleftlist2_12db,auwinleftlist2_12db,,,,
NIH Toolbox Words-In-Noise Test Age 6+ v2.1,words_in_noise_tlbx_sensation01_template.csv,WordsInNoise,tlbx_sensation01,auwinleftlist2_16db,auwinleftlist2_16db,,,,
NIH Toolbox Words-In-Noise Test Age 6+ v2.1,words_in_noise_tlbx_sensation01_template.csv,WordsInNoise,tlbx_sensation01,auwinleftlist2_20db,auwinleftlist2_20db,,,,
NIH Toolbox Words-In-Noise Test Age 6+ v2.1,words_in_noise_tlbx_sensation01_template.csv,WordsInNoise,tlbx_sensation01,auwinleftlist2_24db,auwinleftlist2_24db,,,,
NIH Toolbox Words-In-Noise Test Age 6+ v2.1,words_in_noise_tlbx_sensation01_template.csv,WordsInNoise,tlbx_sensation01,auwinleftlist2_4db,auwinleftlist2_4db,,,,
NIH Toolbox Words-In-Noise Test Age 6+ v2.1,words_in_noise_tlbx_sensation01_template.csv,WordsInNoise,tlbx_sensation01,auwinleftlist2_8db,auwinleftlist2_8db,,,,
NIH Toolbox Words-In-Noise Test Age 6+ v2.1,words_in_noise_tlbx_sensation01_template.csv,WordsInNoise,tlbx_sensation01,auwinrightlist1_0db,auwinrightlist1_0db,,,,
NIH Toolbox Words-In-Noise Test Age 6+ v2.1,words_in_noise_tlbx_sensation01_template.csv,WordsInNoise,tlbx_sensation01,auwinrightlist1_12db,auwinrightlist1_12db,,,,
NIH Toolbox Words-In-Noise Test Age 6+ v2.1,words_in_noise_tlbx_sensation01_template.csv,WordsInNoise,tlbx_sensation01,auwinrightlist1_16db,auwinrightlist1_16db,,,,
NIH Toolbox Words-In-Noise Test Age 6+ v2.1,words_in_noise_tlbx_sensation01_template.csv,WordsInNoise,tlbx_sensation01,auwinrightlist1_20db,auwinrightlist1_20db,,,,
